,name,beer_style,brewery,rating,num_ratings,abv,date_added,beer_desc,not_available
45,Supplication (Batch 051115),American Wild Ale,Russian River Brewing Company,4.37,"2,136",7.75% ABV,07/28/15,"Brown ale aged in Pinot Noir wine barrels for one year with sour cherries, Brettanomyces yeast, and Lactobacillus & Pedicoccus bacteria.",1.0
46,Cable Car Kriek Ale (2011),American Wild Ale,The Lost Abbey,4.36,448,7% ABV,11/12/11,,1.0
47,Civil Disobedience #10,American Wild Ale,Hill Farmstead Brewery,4.36,876,N/A ABV,08/17/14,2.5 year old Art blended with Sankt Hans aged in Phenomenology of Spirit barrels.,1.0
48,SPON Peach & Apricot (2017),American Wild Ale,Jester King Brewery,4.36,"1,943",5.5% ABV,12/09/17,"Our 2017 blend was made from about 1,200 liters (75%) of two-year old SPON and 400 liters (25%) of one-year old SPON. SPON is our 100% spontaneously fermented beer that we turbid mash with well water and local grain, boil with aged hops from our barn, cool and inoculate overnight in our coolship, and 100% spontaneously ferment in oak barrels. The peach varietal this year is Ranger, which came from Noble Farms in Lubbock, Texas. The apricot variety this year is Patterson, which came from Blossom Hill in California. We used about 800 pounds each of peaches and apricots (1,600 pounds total) in the refermentation.",1.0
49,Punchdown Chambourcin (Blend #1),American Wild Ale,Side Project Brewing,4.36,"2,135",7% ABV,06/17/15,Missouri Wild Ale aged with Missouri Chambourcin Grap,1.0
0,Golden Flamingo - BSTRDS XP,Australian Sparkling Ale,Bastards Brewery,3.71,284,6.2% ABV,12/13/18,"Ostentação [email protected] Style!
Uma deliciosa mistura de ostentação com jeito [email protected] de fazer a coisas. Trata-se de uma Tropical Sparkling Wine com final bem seco e aquelas inebriantes borbulhas que lembram os melhores espumantes. Baixo amargor e aroma intenso uvas verdes. Teor alcóolico de 6,2%.",
1,Aussie Hop,Australian Sparkling Ale,Flying Machine Brewing Company,3.71,165,5% ABV,07/14/19,"An Australian Sparkling Ale in collaboration with our friends at Zillicoah Beer Company. Think fresh bread, lemon peel with a whole lot of effervescence!",
2,Revenge of the Emu,Australian Sparkling Ale,Cuzett Libations,3.71,358,5.4% ABV,05/12/15,"An all Australian single hopped Sparkling Ale dedicated to The Great Emu War of 1932. (batch 1&2 used Galaxy, batch 3 coming soon...)",
3,Koala,Australian Sparkling Ale,Noctem Artisans Brasseurs,3.69,288,5% ABV,08/06/17,,
4,Aged Sparkling Ale,Australian Sparkling Ale,Coopers,3.67,416,5.8% ABV,05/18/14,Cellared for 2 years.,
5,Great Emu War,Australian Sparkling Ale,Hourglass Brewing,3.65,170,7% ABV,09/06/19,"November 2, 1932, the Australian military traveled to Campion armed with machine guns. Some 20,000 emus had recently migrated inland and were obliterating wheat crops. The hordes of emu managed to evade the bulk of the military attack over the six-day period, during which 2,500 rounds of ammunition had been fired and merely a few hundred birds killed. The Great Emu War was crafted in honor of this seemingly spurious encounter. This Australian Sparkling Ale was generously carbonated and uses Pride of Ringwood hops, once renowned as the hop with the highest alpha acid content in the world. Enjoy its history, its bubbly character, and its profoundly resinous, fruity aroma.",
6,TazMania,Australian Sparkling Ale,Powerhouse Brewing Company,3.65,208,5.1% ABV,05/09/19,"Made in partnership with our 96th favourite radio host Taz, this is a twist on the classic Australian Sparkling ale. Pours clear yellow with a white head, the nose it forward with pungent Tasmanian hops – Enigma and Vic Secret. The aroma has stone fruit, melon, apple and pear notes. It’s flavour is lighter with citrus, pine, passionfruit and pineapple. It’s smooth, crisp and dry – easily crushable and fits perfectly in the breakfast regime because it is brewed with oats. It is a crucial part of your daily routine – remember you can’t drink all day if you don’t start in the morning.",
7,BFF - Best Frenemies Forever,Golden Ale,Surly Brewing Company,3.65,244,4.5% ABV,08/04/19,"This Fulton + Surly collaboration is a beer between friends. Designed to be drinkable without being boring, BFF is a sparkling ale brewed with lime, peach, mint, and a touch of basil. The bright, fruit-forward flavor shines throughout, and that hint of basil and mint on the finish demands another sip.",
8,Boom Crash Hopera,Australian Sparkling Ale,AleSmith Brewing Company,3.64,198,9% ABV,09/21/19,,
9,Sparkler,Australian Sparkling Ale,Yazoo Brewing Company,3.64,171,5.8% ABV,07/02/16,,
10,Boom Crash Hopera,Australian Sparkling Ale,Beachwood Brewing,3.63,"2,430",9% ABV,08/02/17,"Boom Crash Hopera is an imperial Australian sparkling ale, brewed in collaboration with our heroes at Alesmith. English malts and a bonzer hop charge of Australian Summer, Galaxy, & Vic's Secret varieties toss about aromas and flavors of juicy pineapple and passion fruit.",
11,Foot Men Series - Sparkling Ale,Australian Sparkling Ale,Foothills Brewing,3.62,176,5.9% ABV,05/27/16,"ight bodies, effervescent ale. Very clean, mild malt profile with a slightly bitter hop presence with little hop aroma. Mild esters and flavor contributions are evident from the yeast, too. This would/should fly with these 90°F days hitting us.",1.0
12,Dingo Drank My Beer (Moonlight Kettle Series 2017),Australian Sparkling Ale,Muskoka Brewery,3.61,296,5% ABV,04/12/17,"This Australian Sparkling Ale has a refreshingly crisp, spritzy bite to keep you feelin' fresh.",1.0
13,Arvo Tinny,Australian Sparkling Ale,Noon Whistle Brewing,3.6,672,6% ABV,06/07/17,"Deep yellow color with a mild malt sweetness. Citra and mosaic hopped; lightly yeasty with aromas of every berry that has ever been in existance (seriously, ALL of them).",
14,"Aussie, Aussie, Aussie, Eh, Eh, Eh!",Australian Sparkling Ale,Full Beard Brewing,3.6,468,5.5% ABV,01/31/17,"Full Beard Brewing Co’s Aussie, Aussie, Aussie, Eh, Eh, Eh! is an easy drinking combo of Aussie Sparkling and Canadian Blonde and has a mild malt base leaving a great white head. With pleasant resinous, earthy tones this is one easy drinking beer.",
15,Sparkle Motion,Australian Sparkling Ale,Local Group Brewing,3.58,208,4.8% ABV,01/01/20,"American Sparkling Ale
Crisp, light, and easy to drink. Sometimes I doubt your commitment to Sparkle Motion!",
16,Bullroarer,Australian Sparkling Ale,Medusa Brewing Company,3.57,237,6.2% ABV,01/31/17,,
17,Kawartha Sparkling Ale,Australian Sparkling Ale,Fenelon Falls Brewing Co.,3.57,168,4.7% ABV,08/02/19,"A Canadian twist on an Australian classic. A full bodied golden ale, enhanced by a sharp bubbly bite and a crisp finish",
18,Bogan,Australian Sparkling Ale,Gunbarrel Brewing Company,3.57,153,4.5% ABV,06/17/17,"bright lemony citrus notes
clean, crisp off-dry finish
light & refreshing",
19,Adelaide Pale,Australian Sparkling Ale,Zero Gravity Craft Brewery,3.56,263,5.1% ABV,07/18/15,Effervescent Commonwealth Pale Ale adapted to enjoying in hotter climates. Australian-grown “Pride of Ringwood” hops contribute subtle peppery notes while malt character is mild and bready. Each play supporting roles to the unique pear and apple esters produced by a classic Aussie ale yeast.,
20,Red Back,Australian Sparkling Ale,Banded Peak Brewing,3.56,183,4.6% ABV,07/29/17,,1.0
21,Nutha' Mate Auz Ale,Australian Sparkling Ale,Electric Bicycle Brewing ,3.55,161,6.5% ABV,05/05/18,,1.0
22,Ramblin Rose,Australian Sparkling Ale,Around The Bend Beer Company,3.55,815,5% ABV,05/10/19,ight and effervescent,
23,Australian Sparkling Ale,Australian Sparkling Ale,Next Stop Brew Co.,3.54,237,5.25% ABV,08/16/17,"ight, herbal, and effervescent",
24,Kommon Culture,Australian Sparkling Ale,Cinder Block Brewery,3.54,190,5.8% ABV,08/24/19,,
25,Acca Dacca,Australian Sparkling Ale,New Realm Brewing Company,3.54,269,5.3% ABV,01/31/18,"A light crisp golden ale inspired by the Sparkling Ales of Australia, all malt, with hints of exotic tropical fruit hop aromas. This beer revolves around Australian hops. It is mash hopped, but there are no bittering hops added to the boil, only late hops.

Pours bright and clear yellow/gold. The aroma consists of a light malt character, with hints of tropical and stone fruit hop notes, and perhaps a slight touch of lime/citrus. Very dry and crisp, low bitterness. Easy drinking and refreshing.

Brewmaster Mitch Steele was in Australia in 2016 presenting at Australia's Homebrewers Conference where he was able to visit Cooper's Brewery in Adelaide and tasted some fresh Cooper's Sparkling Ale. The idea to use Australian hops in our golden sparkling ale was inspired by this visit, though ours is a distinctly different, craft version that has more intense malt and hop flavors.",
26,Howell Millionaire,Australian Sparkling Ale,Atlanta Brewing Company,3.52,429,4% ABV,05/17/19,Effervescent Sparkling Ale with additions of Pink Guava & Sauvignon Blanc grapes. Along side with a modest dry hop of El Dorado.,
27,Aussie Rules,Australian Sparkling Ale,C'est What,3.52,189,5.3% ABV,06/28/17,Delicious and easy drinking Aussie Sparkling Ale. Refreshing and crisp.,
28,Tiny Bubbles,Australian Sparkling Ale,Zony Mash Beer Project,3.52,198,4.9% ABV,10/02/19,,
29,Pale Ale,Australian Sparkling Ale,Good George Brewing,3.52,"2,312",4.5% ABV,09/14/12,"If you're looking to step from the usual, look no further. Hiding beneath its yellow raincoat are pockets of citrus & balanced biscuity brilliance. Scared of that bitterness? Take another sip.",
30,Adamanthea,Australian Sparkling Ale,Mystery Brewing Company,3.52,220,4.2% ABV,05/27/12,"Our version of this Australian take on British Ordinary Bitter, with a light, malty body, a big helping of carbonation, and the bright, citrusy finish of Pacific Jade hops.",1.0
31,Transducer,Australian Sparkling Ale,Newstead Brewing Co.,3.51,258,4.9% ABV,02/15/19,"oom for transformation, a little mental flexing, a challenging of the status quo and a little bit of a let’s-see-what-happens freedom. And that’s just the beer. Converting one form of energy into another seems to be the main reason we’re here.

Transform, energise, engage, empower – ideas, audiences, perceptions – not trams. Welcome to Brisbane Powerhouse. Spark something.

This electrifying Australian sparkling ale tips its hat to ancestry, but adds modern improvements. All local ingredients – tropical hops, delicate yeast esters, delivered on a pale malt base. A shocking, renovated version of the true Australian beer style. Flavour with finesse, for those who think outside the box.",
32,Sparkle Brigade,Australian Sparkling Ale,Able Seedhouse + Brewery,3.5,176,N/A ABV,04/27/18,,1.0
33,Australian Sparkling Ale,Australian Sparkling Ale,Freising Bier Cervejaria,3.5,198,5.6% ABV,11/13/15,"CARACTERÍSTICAS
﻿Aos olhos: turva e de coloração alaranjada
No nariz: notas frutadas e de pão
Na boca: notas leves e frutadas, muito carbonatada
Tipo: Ale

DETALHES TÉCNICOS
﻿﻿Fermentação: Alta
Lúpulos: Nugget e Cluster",
34,James Squire The Hop Father Celebration Ale (2017),Australian Sparkling Ale,Malt Shovel Brewery,3.49,"1,005",5% ABV,11/30/16,"A hoppy celebration ale honouring the man who brought beer to Australia, brewed with his descendants. The team at Malt Shovel Brewers paired up with members of James Squire’s own family to create this limited release.

Amy Legge, 23, and James Donohoe Junior, 25, are seventh and eighth generation Squires and worked with the brewers to create the Hop Father Celebration Ale. The recipe is a revamp of a classic, a hoppy pale ale with a rich full-bodied character brought to life with Aussie malts.

James and Amy chose a hop bill that’s a firm family favourite. The initial sweetness off the palate gives way to a cleansing bitterness thanks to the use of Simcoe hops, providing lip-smacking pine-needle and fruity aromas, with Columbus hops bringing earthy and spicy notes.

Hops: Simcoe and Columbu",1.0
35,ChainSAW,Australian Sparkling Ale,Prickly Moses,3.48,"2,512",4.8% ABV,05/07/12,"This beer is designed to be the perfect cleansing ale. Golden straw in colour, the use of malted wheat imparts a dry finish matched with a clean and distinct hop aroma imparted from the Ella hop variety.",
36,Fortitude Summer,Australian Sparkling Ale,Fortitude Brewing Company,3.46,"1,151",4.4% ABV,11/01/15,"A summer al for all seasons. With delicate hop and toasted wheat flavours, combined with stone fruit aromas and a light malt body, this summer beer delivers a balanced taste – with a moderate bitterness, for a truly refreshing ale.",
37,Albo,Australian Sparkling Ale,Willie The Boatman,3.46,"1,410",5.5% ABV,04/04/15,"The Albo Corn Ale comes from the American Prohibition era. Farmhands would make this light refreshing ale they could enjoy after their long day tending in the fields. The Albo is our tribute to that beer and to the men and women who made and drank the beer back in the day.

Our version of this historic beer uses corn and pilsner malt as the base and it is very lightly hopped with Galaxy. The nose is slightly cornny and on the pallet it is fresh and clean with a great flavor length leaving the drinker wanting more.

Named after our Local Federal Member Anthony Albanese. The Albo is best enjoyed with mates old and new.",
38,Sparkling Ale,Australian Sparkling Ale,Švyturys,3.45,352,5.7% ABV,11/17/18,"imited edition

LT - Tai kompleksinis alus tiek dėl naudojamų žaliavų, tiek dėl gamybos proceso.
Miežių ir kviečių salyklus papildėme abrikosais, kurių švelnios natos jaučiamos ir skonyje, ir aromate.
Pradžioje alų fermentavome klasikinio elio, o vėliau ir vaisiškus, rūgštesnius ir sausesnius motyvus
atnešančiomis mielėmis. Vaisišką gaivą aromate taip pat padeda formuoti Hallertau Blanc apyniai,
suteikiantys vynuogių ir citrusinių vaisių užuominas.",
